Bulgaria,_unnamed,_unnamed_2,_unnamed_3,_unnamed_4,_unnamed_5,_unnamed_6,_unnamed_7,_unnamed_8,_unnamed_9,_unnamed_10,_unnamed_11,_unnamed_12,_unnamed_13,_unnamed_14,_unnamed_15,_unnamed_16,_unnamed_17
"Table 4. FDI stock abroad, by geographical destination",,,,,,,,,,,,,,,,,
(Millions of US dollars),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Region / economy,,,,,,2001.0,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,,North America,,,,,,0.675704690527,1.61408957176,4.36489070668,20.6769120546,37.391322269,42.413429342,66.0414460747,66.5387477936,82.5172056409,96.8571880937
,,,Canada,,,,,,,,1.44870084459,3.38582839444,3.48481516841,4.3491727352,3.16679382836,4.16506546489,4.8738653156
,,,United States,,,,,0.675704690527,1.60046856271,4.24692068758,19.22821121,34.0054938746,38.9286141736,61.6922733395,63.3719539652,78.352140176,91.9833227781
,,Other developed countries,,,,,,,,,2.37060138206,3.09140853405,3.59475941693,5.60249511997,5.79376288598,6.54325444422,7.04032087819
,,,Australia,,,,,,,,,,,1.99235041165,2.32365167406,2.19574901955,0.860249102808
,,,Israel,,,,,,,,2.37060138206,3.09140853405,3.3150278479,3.62455071274,3.4834732112,4.36044442892,4.64297023433
,,,Japan,,,,,,,,,,,,,,1.5502955457
,Developing economies,,,,,,7.58882945885,11.3619427962,,15.1001624447,44.7780261056,114.67653562,154.691557673,211.412436704,297.359268083,316.281019645,396.582752797
,,Africa,,,,,,,0.565271875341,,,1.47209930193,1.90245300927,1.97074140502,2.41451326913,3.05619280151,3.61383787207
,,,Other Africa,,,,,,0.557099269914,,,1.61930923212,2.01796405519,2.05141502978,2.52541786312,3.15711703459,3.43967701077
,,,,Kenya,,,,,,,,,,,,,-1.03045176272
,,,,Liberia,,,,,,,,,0.520495556304,0.53446276408,,,
,,,,Nigeria,,,,,0.557099269914,,,,,,,,
,,,,Seychelles,,,,,,,,0.883259581158,0.89068758298,0.887409872435,0.823099155388,1.47504648337,3.01219126029
,,,,South Africa,,,,,,,,,,,1.15180433757,1.07911295363,0.992189149251
,,Asia,,,,,7.58364157981,10.5485711688,-1.07333551269,13.3306121582,20.0184116707,65.8028387963,79.3519134474,90.7131692489,93.4404609355,113.125714071,120.561536838
,,,East Asia,,,,,,0.49444262831,,0.526800307125,1.47209930193,1.68256451222,1.87854297671,1.83059390078,1.87486171439,3.63099007811
,,,,China,,,,,0.49444262831,,0.526800307125,0.883259581158,0.931046864084,0.530140962753,0.788357957271,0.811275565855,1.13204559848
,,,,Taiwan Province of China,,,,,,,,0.736049650965,0.754301046836,1.20722317062,0.928658949667,0.94195950868,1.94479628457
,,,South-East Asia,,,,,,,,,1.61930923212,5.44154445227,6.78090628174,9.91994826234,13.9223685624,12.1767468862
,,,,Thailand,,,,,,,,1.61930923212,2.06110673499,2.77747765269,2.89153664328,3.45342023169,4.00042220815
,,,,Viet Nam,,,,,,,,,3.21204209612,3.81903177244,6.85737802833,10.2903900722,7.90980578425
,,,South Asia,,,,,,,,,,1.53921947934,1.48525905597,1.43374252229,2.60073985226,3.05177327422
,,,,India,,,,,,,,,0.498228366729,,1.32684652808,2.49722781834,2.94622123707
,,,,Sri Lanka,,,,,,,,,0.929655164735,0.975286499413,,,
,,,West Asia,,,,7.58364157981,10.5485711688,-1.61000326904,12.8587320818,19.4916113636,62.7114302622,70.6885850036,80.5684609345,80.2561762501,94.7277439423,101.702026599
,,,,,,,,,,,,,,,,,/...
"Table 4. FDI stock abroad, by geographical destination (concluded)",,,,,,,,,,,,,,,,,
(Millions of US dollars),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Region / economy,,,,,,2001.0,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,,,,,,,,,,,,,,,,,
,,,,Iraq,,,,,,,,,,,,,0.940732531138
,,,,Lebanon,,,,,0.893538193309,1.17970019099,,2.0609390227,3.07704725933,3.18516757785,2.95433803987,2.86081383749,2.91719442685
,,,,Turkey,,,7.5691155185,10.5334151757,-3.00207039337,11.0891817953,18.9648110565,56.8230330545,56.9928717159,65.8800988252,65.8011654336,80.3059298163,83.1143128562
,,,,United Arab Emirates,,,,,0.498528931023,0.589850095497,,3.82745818502,10.5629980544,11.4196397058,11.0356752019,10.7859539346,13.8233586658
,,Latin America and the Caribbean,,,,,,0.660548697469,0.623842214231,1.53361024829,19.22821121,29.2947761084,32.2025312228,42.0323991039,31.4087154976,31.7199688946,41.0030082331
,,,South America,,,,,,,,,,0.828061112302,0.865800865801,1.39632892432,3.12088782271,5.78820983745
,,,,Brazil,,,,,,,,,0.758476144881,0.793770843688,1.31081212895,3.05619280151,5.1073991978
,,,Central America,,,,,0.736328662761,,,3.42420199631,3.68024825483,3.54326654104,3.667768726,3.62511040352,4.02661811952,5.5005805362
,,,,Belize,,,,,,,1.97550115172,2.2081489529,2.03605614672,2.10759844703,1.95486049405,1.89297632033,1.93028287946
,,,,Mexico,,,,0.736328662761,,,,,-0.524670654349,-0.543106366734,-0.503747372697,,0.997466751108
,,,,Panama,,,,,,,1.71210099815,1.91372909251,1.75214947964,1.81371595681,1.75843910469,1.71183026097,2.1624973612
,,,Caribbean,,,,,,,1.76955028649,15.672309137,25.3201079932,27.8312035694,37.4988295121,26.3872761698,24.5724629524,29.7142178594
,,,,British Virgin Islands,,,,,,1.29767021009,1.44870084459,-1.47209930193,-2.27960353269,-1.77193854399,10.0321890563,9.31478915246,11.9986278235
,,,,Cayman Islands,,,,,,,,9.12701567197,6.53124504207,6.76073787555,6.19729526411,6.00111016656,6.11937935402
,,,,Dominican Republic,,,,,0.490356325597,,,,5.26062353698,13.7865462325,9.39615789073,8.51904039169,7.78842094152
,,,,US Virgin Islands,,,,,,,,0.588839720772,0.840586406437,0.870122667128,0.807064756257,0.781515856103,0.796917880515
,,Oceania,,,,,,,,,5.26800307125,18.1068214137,41.2346599939,76.6961269457,170.095578381,168.379143878,231.404369854
,,,Marshall Islands,,,,,,,,5.26800307125,17.9596114836,41.146982935,76.5448638993,169.955277388,168.243284333,231.265832806
,Transition economies,,,,,18.1908715156,17.5941729743,17.8638638184,37.9726490138,65.0014805237,103.12116012,226.703292497,280.427418704,300.891011374,294.531869036,315.733699766,350.746780663
,,South-East Europe,,,,11.912504737,13.480184896,11.196489872,26.0924049254,41.8793567803,84.6831493703,196.525256808,222.155575287,227.472250434,237.740699714,236.919637139,249.923474773
,,,Albania,,,4.99960341591,5.00007781819,5.20860961446,8.23662416912,7.90399127966,9.21900537468,23.5535888309,11.0139086433,17.2209376868,16.7118524942,12.8600763142,15.8565547815
,,,Bosnia and Herzegovina,,,,,,,,,,,,2.18602308152,0.90961199808,0.914344521849
,,,Montenegro,,,,,,,,,,,-0.723181422017,3.41666321482,,
,,,Serbia,,,,,,,,1.18530069103,118.209573945,137.886788041,138.866679632,125.351587606,143.038104074,149.804728731
,,,Serbia and Montenegro,,,,,3.80036525943,9.44480767135,15.1001624447,45.1731263359,,,,,,
,,,The FYR of Macedonia,,,6.80714556399,8.28193009852,2.18751499812,8.41097308489,18.8752030559,29.1057169686,54.7620940318,73.0642157913,72.1078145371,89.9462981249,80.4469649625,83.5074941946
,,CIS,,,,6.27836677859,4.11398807825,6.66737394634,11.8802440885,23.1221237435,18.4380107494,30.1780356896,58.2718434171,73.4187609396,56.7911693219,78.8140626274,100.82330589
,,,Azerbaijan,,,,,,,,,2.50256881328,4.52719798037,4.65025822763,4.4722611576,4.33715422129,3.73126451341
,,,Belarus,,,,,,,,,,,,,2.99149778031,3.01483006122
,,,Russian Federation,,,6.19816866281,4.02268140716,6.3251011031,7.42344992917,12.6227920436,10.4043060657,16.4875121816,18.4469748631,22.6073427405,23.5866011216,27.4449218937,26.0647561748
,,,Ukraine,,,,,,4.4826740765,10.0274516234,7.90200460687,10.4519050437,34.7590829258,45.4250131455,27.214383925,40.3231128139,54.0413236225
,,,Uzbekistan,,,,,,,,,,,,1.0221929446,0.816451167551,10.8731792274
,,Georgia,,,,,,,,,,0.736049650965,0.789093530546,0.777924238823,0.662755164079,2.69778238406,2.40658644712
,Unspecified,,,,,,,2.46916386912,2.52397297592,2.47737040109,2.7657016124,3.09140853405,2.81540778183,2.92874069912,2.71649445277,2.63049956201,2.66914713954
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source:  UNCTAD FDI/TNC database, based on data from the Bulgarian National Bank.",,,,,,,,,,,,,,,,,
