Slovenia,_unnamed,_unnamed_2,_unnamed_3,_unnamed_4,_unnamed_5,_unnamed_6,_unnamed_7,_unnamed_8,_unnamed_9,_unnamed_10,_unnamed_11,_unnamed_12,_unnamed_13,_unnamed_14,_unnamed_15,_unnamed_16,_unnamed_17
"Table 4. FDI stock abroad, by geographical destination",,,,,,,,,,,,,,,,,
(Millions of US dollars),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Region / economy,,,,,,2001.0,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,,,,,,,,,,,,,,,,,
,,,Other developed Europe,,,14.1157496761,17.4388606905,23.004271464,38.582870219,39.2368283524,47.0169274109,117.915154085,99.6456733459,86.2919664916,87.1202352781,84.8798678151,65.7061431286
,,,,Gibraltar,,,,,,,,55.3509337526,20.8754902261,17.2872053072,18.1723190151,22.7726474626,22.4298078953
,,,,Liechtenstein,,1.37041835215,0.71101975754,0.991454545914,0.894900294214,2.71802924005,6.05820353193,7.94933623042,8.35019609044,4.8980415037,4.81031973928,4.14048135684,4.22208148617
,,,,Switzerland,,12.745331324,16.7278409329,22.0128169181,37.6879699248,36.5187991124,40.9587238789,54.6148841016,70.4199870294,64.1067196808,64.1375965237,57.9667389957,39.0542537471
,,North America,,,,38.01478818,26.128403037,103.862757431,79.0522501907,50.71059241,62.1163412138,47.1071776618,31.452405274,38.8962119411,52.1117971755,53.9556476813,68.0810639645
,,,Canada,,,1.87275819827,1.76915978019,2.53989183673,4.21842650104,3.50724866782,,14.2793632287,5.01011765426,9.7960830074,13.6292392613,6.59889216246,13.5898247836
,,,United States,,,36.1420299818,24.3592432568,101.322865594,74.8338236897,47.2033437422,62.3586693551,32.8278144331,26.4422876197,29.1001289337,38.4825579142,47.3567555188,54.4912391809
,,Other developed countries,,,,4.380932237,4.85863500986,4.18684308243,4.7292143402,4.11715366657,3.993146328,3.53303832463,5.28845752394,3.74556114989,5.61203969583,4.14048135684,3.29850116107
,,,Australia,,,,,,,,,1.03046951135,1.67003921809,0.576240176906,2.40515986964,1.03512033921,
,,,Israel,,,,,,,,,,,,,,-0.791640278657
,,,Japan,,,4.36859406534,4.84500188766,4.17042408995,4.71286912935,4.02631675186,3.74818418519,2.50256881328,3.61841830586,3.16932097298,3.20687982619,3.10536101763,3.95820139329
,Developing economies,,,,,33.1561924402,38.7914761525,51.2007335501,74.4388144274,107.310248174,146.817928595,202.119234155,306.730536389,327.304420482,379.213539447,369.408571055,350.564703399
,,Africa,,,,24.1801725581,21.4008557406,25.5062733181,45.1032472486,71.3624239536,86.1002421964,126.747749896,210.564111414,232.945091514,279.533024849,291.645155572,291.851382732
,,,North Africa,,,,,,,,1.08125763037,-3.09140853405,-1.67003921809,-0.864360265359,,-0.646950212006,0.791640278657
,,,,Libya,,,,,,,,-3.53303832463,-2.22671895745,-1.44060044226,-0.801719956547,-0.646950212006,0.791640278657
,,,,Morocco,,,,,,,0.973263567413,,0.556679739363,0.576240176906,0.534479971031,,
,,,Other Africa,,,24.1801725581,21.4008557406,25.5062733181,44.6987032799,70.9849198925,85.0189845661,129.83915843,212.234150632,233.80945178,279.800264835,292.292105784,291.059742453
,,,,Gabon,,,,,,,1.51455088298,0.736049650965,2.92256863165,3.31338101721,3.07325983343,2.97597097523,3.03462106819
,,,,Liberia,,23.8020957266,20.972985444,24.8583546149,44.4725945298,70.9294739835,83.5044336831,121.006562619,201.657235584,208.887064128,250.136626443,264.343856625,257.942790796
,,,,South Africa,,,,,,,,8.09654616062,7.65434641624,21.609006634,26.5903785588,24.9722781834,30.082330589
,,Asia,,,,6.88293718989,14.2392717815,22.2047928302,25.0367767244,29.1409541179,45.2152703605,55.7925635432,60.1214118512,67.5641607422,71.7539361109,61.8484402677,44.3318556048
,,,East Asia,,,3.42824912531,6.39708041445,8.00867933202,8.30336711344,11.3793880423,19.1807991824,22.9647491101,22.5455294442,23.3377271647,26.456758566,28.5951993706,27.1796495672
,,,,China,,,,,0.896262395118,4.41797721527,10.181732936,15.3098327401,15.726202637,15.9906649091,19.3748989499,21.7375271234,20.846527338
,,,,"Hong Kong, China",,,0.499182012668,0.511514765726,,,,,0.974189543884,0.864360265359,2.13791988412,1.29390042401,
,,,,"Korea, Republic of",,3.1717914144,5.77939510886,7.14983972537,6.91947259453,6.96141082705,8.97931123494,7.50770643985,5.84513726331,6.48270199019,4.94393973204,5.56377182325,5.93730208993
,,,South-East Asia,,,1.75025777966,2.50325097529,2.64850978698,2.03634085213,1.7943239905,1.74634301812,1.61930923212,5.28845752394,4.32180132679,1.06895994206,0.776340254407,
,,,,Indonesia,,,,,,,,,3.06173856649,3.16932097298,,,
,,,,Malaysia,,1.68151653756,2.3889424892,2.53862883731,1.98866732048,1.7152840777,1.60937493827,1.47209930193,0.835019609044,,,,
,,,,Thailand,,,,,,,,,1.39169934841,1.58466048649,1.33619992758,1.03512033921,
,,,South Asia,,,1.70971807278,5.34313519862,11.9429225301,14.6957066579,16.0179691933,19.9235876155,17.517981693,17.5354117899,15.1263046438,15.6335391527,7.37523241686,2.37492083597
,,,,India,,,2.4466210831,6.35920208749,5.78075623842,4.19737327955,5.46818718795,5.88839720772,5.28845752394,5.04210154793,4.94393973204,,
,,,,"Iran, Islamic Republic of",,1.59691193189,2.89651411552,5.58372044266,8.91495041953,11.8205959138,14.4554004275,11.6295844853,12.246954266,10.0842030959,10.6895994206,7.37523241686,2.24298078953
,,,West Asia,,,,,,,,4.36454054453,13.690523508,14.7520130931,24.7783276069,28.5946784502,25.1016682258,14.909225248
,,,,,,,,,,,,,,,,,/...
"Table 4. FDI stock abroad, by geographical destination (concluded)",,,,,,,,,,,,,,,,,
(Millions of US dollars),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Region / economy,,,,,,2001.0,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,,,,,,,,,,,,,,,,,
,,,,Iraq,,,,,,,,,0.835019609044,,,,
,,,,Turkey,,,,,,,3.57565708461,6.91886671907,7.37600654655,10.9485633612,11.8921793554,14.6210747913,9.10386320456
,,,,United Arab Emirates,,,,,,,0.546555318642,6.3300269983,6.12347713299,13.3975841131,16.4352591092,10.2218133497,5.67342199704
,,Latin America and the Caribbean,,,,2.09308269219,3.1513486304,3.48966740173,4.2987904544,6.80687010203,15.5024160379,19.5789207157,36.0450131237,26.7951682261,27.9265784864,15.9149752153,14.3814650623
,,,South America,,,1.57311688655,2.44242627627,2.57146682227,3.47471940721,5.01844461249,13.4426268371,19.1372909251,21.9888497048,24.0580273858,23.7843587109,11.6451038161,9.76356343677
,,,,Argentina,,,,,,,9.14788733322,9.71585539274,9.18521569948,9.94014305162,12.4266593265,,
,,,,Brazil,,1.05050718698,1.47866940727,1.14680347476,1.8742508445,3.34680944185,2.93032670838,6.03560713792,8.76770589496,10.804503317,8.81891952201,8.92791292568,7.52058264725
,,,,Colombia,,,,,,,,,0.974189543884,0.720300221132,,,
,,,,Ecuador,,0.522609699566,0.963756868996,1.4246633475,1.60046856271,1.67163517064,1.36441279545,3.09140853405,2.78339869681,2.30496070762,2.27153987688,2.45841080562,2.24298078953
,,,Central America,,,,,,,,,,0.974189543884,2.7371408403,4.14221977549,4.26987139924,4.6179016255
,,,,Mexico,,,,,,,,,0.974189543884,1.00842030959,0.935339949305,1.16451038161,1.45134051087
,,,,Panama,,,,,,,,,,1.72872053072,3.20687982619,3.10536101763,3.16656111463
,,,Caribbean,,,0.519965805639,0.708922354126,0.918200579464,0.824071047183,1.78842548955,2.05978920086,,13.081973875,,,,
,,,,Netherlands Antilles,,0.519965805639,0.708922354126,0.918200579464,0.824071047183,1.78842548955,1.19715369794,,,,,,
,Transition economies,,,,,216.510236276,386.330173246,716.116883018,950.892176092,1195.2049906,1916.14787811,3851.15898378,4472.92170578,4564.39844127,4076.47873905,3838.48499787,3702.23770319
,,South-East Europe,,,,177.154993875,318.337598054,610.322999472,821.316879154,1060.05263822,1722.24980607,3441.76816791,3812.14285515,4086.40721453,3565.78312673,3344.60320603,3200.20582647
,,,Albania,,,,,,,,,2.64977874347,7.93268628592,26.2189280492,13.6292392613,7.24584237446,-4.48596157906
,,,Bosnia and Herzegovina,,,86.675655906,155.231972818,238.214320898,295.171352294,326.218954715,451.467863206,884.142840739,961.942589618,965.778536494,884.965212035,795.489980682,755.884526071
,,,Montenegro,,,,,,,,104.438160887,233.916579077,199.291346692,223.437128595,229.024667587,215.951980767,156.480895081
,,,Serbia,,,,,,,,1014.09059121,2036.79659415,2315.92688568,2351.780222,1967.28715337,1908.11495529,1824.33502217
,,,Serbia and Montenegro,,,43.337827953,100.29468518,276.39731941,400.915331808,600.958152495,,,,,,,
,,,The FYR of Macedonia,,,47.13974742,62.7994043374,95.7100961648,125.220660347,132.398932135,152.245288759,284.262375203,327.049346875,519.192399392,470.876854478,417.800446913,467.991344733
,,CIS,,,,39.355242401,67.9925751919,105.793883546,129.575296938,135.152352381,193.898072043,409.390815867,660.778850623,477.991226743,510.69561232,493.881791845,502.031876715
,,,Belarus,,,0.787880390239,1.09799068753,1.20111244989,2.22703497875,3.52848327126,2.78018862085,3.38582839444,5.01011765426,2.1609006634,3.34049981894,2.58780084802,3.43044120752
,,,Kazakhstan,,,,,,,,0.543921317106,1.76651916232,1.80920915293,1.15248035381,2.67239985516,2.07024067842,3.6943213004
,,,"Moldova, Republic of",,,,,0.724961667968,1.45472376594,1.11717608087,1.1497416703,1.61930923212,1.39169934841,1.44060044226,1.20257993482,1.16451038161,1.97910069664
,,,Russian Federation,,,34.5195604086,56.6477201225,81.8676225046,100.770949112,98.9615099219,159.192467809,358.897809811,618.471190432,428.578631574,461.256215,434.750542468,429.860671311
,,,Ukraine,,,4.17911500057,10.121020177,21.8195780066,24.7766154517,31.2349219569,30.2317526251,43.7213492673,34.096634036,42.2095929583,39.8187578418,51.2384567908,60.9563014566
,,,Uzbekistan,,,,,,,,,,,2.44902075185,2.40515986964,2.07024067842,2.11104074309
,Unspecified,,,,,,,,,,,223.170254173,249.949202974,144.636284403,255.615046146,248.687661495,253.061009077
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source:  UNCTAD FDI/TNC database, based on data from the Bank of Slovenia.",,,,,,,,,,,,,,,,,
