Croatia,_unnamed,_unnamed_2,_unnamed_3,_unnamed_4,_unnamed_5,_unnamed_6,_unnamed_7,_unnamed_8,_unnamed_9,_unnamed_10,_unnamed_11,_unnamed_12,_unnamed_13,_unnamed_14,_unnamed_15,_unnamed_16,_unnamed_17
"Table 4. FDI stock abroad, by geographical destination",,,,,,,,,,,,,,,,,
(Millions of US dollars),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Region / economy,,,,,,2001.0,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,,,,,,,,,,,,,,,,,
,Developing economies,,,,,288.048051226,317.900328074,349.695674453,397.85250609,337.384194896,513.422518335,1163.4236319,1330.67611538,1814.42185103,2065.84392383,1823.40200063,1804.35797973
,,Africa,,,,228.069571967,253.859292819,274.229187757,309.362964576,262.989694381,313.554189106,529.347771683,477.178914085,500.379598217,535.074579999,539.843722707,501.026493561
,,,North Africa,,,,,,,,,76.5903824808,74.6563198459,72.0703589256,99.2836632188,107.220352536,109.983903314
,,,,Egypt,,,,,,,,43.329770853,41.8010816287,42.192305753,25.6871074078,22.9279155135,30.2208676377
,,,,Libya,,,,,,,,33.2591395285,32.8608050146,29.0338613134,72.7427240573,83.4669285521,79.7630356766
,,,,Morocco,,,,,,,,,,0.849954260936,0.865857553071,0.829390171791,
,,,Other Africa,,,228.069571967,253.859292819,274.229187757,309.303085151,262.936450655,313.260563288,452.757389202,402.522594239,428.309239291,435.79091678,432.623370171,391.042590247
,,,,Equatorial Guinea,,,,,,,,79.1856935501,,,,,
,,,,Liberia,,228.069571967,253.859292819,274.229187757,309.303085151,262.936450655,313.257929872,371.917056037,404.640760647,432.321311523,435.78690818,432.619488469,394.124709732
,,,,Namibia,,,,,,,,0.694830870511,-2.9671030108,-3.97317601977,,,
,,,,Sierra Leone,,,,,,,,,,,,,-3.09135528816
,,,,United Rep. of Tanzania,,,,,,,,1.05107890158,0.936613661477,,,,
,,Asia,,,,0.543310489597,0.66447950841,1.00483671403,2.79391951661,0.532437261143,1.784138939,367.368269194,475.770514344,836.457275392,1019.49515694,773.736926754,790.246991767
,,,East Asia,,,,,,,,,,2.02909764998,1.33687721042,0.587927968134,,
,,,,"Hong Kong, China",,,,,,,,,1.97760477409,1.28357499406,0.538488570814,,
,,,South Asia,,,,,,,,-0.679421175293,,,,,0.822920669671,1.5502955457
,,,,India,,,,,,,-0.679421175293,,,,,,
,,,,"Iran, Islamic Republic of",,,,,,,,,,,,0.754343947199,1.46717331645
,,,West Asia,,,,,,2.24956111104,,2.15150038843,367.745126615,473.68714042,835.065655365,1018.85645338,772.819551353,788.440732531
,,,,Bahrain,,,,,,,,,,0.835548256513,,0.848798678151,0.920941524171
,,,,Oman,,,,,2.24956111104,,2.11858269583,0.765491637004,,-1.58321988605,-2.07110988775,-1.71571196224,-1.52786573781
,,,,Qatar,,,,,,,,,42.221374832,26.8095742305,34.1612873485,-10.9541609897,8.74102807684
,,,,Syrian Arab Republic,,,,,,,,366.973746581,422.944390477,790.607285116,981.239753017,780.960772821,776.407800296
,,,,Turkey,,,,,,,,,8.43926484874,18.3964676477,5.1069561232,3.67985280589,3.89882837239
,,Latin America and the Caribbean,,,,43.2161158592,44.3555694423,52.2990014123,61.5696574625,49.3900635375,81.406770511,112.215185588,150.7906244,155.769244621,142.401498682,133.916106084,133.407219759
,,,South America,,,,,,,,,,,,-2.88619184357,-2.80517611926,-2.86969601013
,,,,Chile,,,,,,,,,,,-2.88619184357,-2.80517611926,-2.86969601013
,,,Central America,,,24.8758588451,24.9481851794,26.9718670716,29.3586097086,24.7902788788,25.8772565078,29.3448274847,27.7226510203,26.6784795903,26.0999931854,25.788729351,26.7825100274
,,,,Mexico,,,,,,,,,1.45710921778,0.665557404326,,,
,,,,Panama,,24.8758588451,24.9481851794,26.9718670716,29.3586097086,24.7902788788,25.9444086007,29.4228487477,26.3406935673,26.0892740094,25.8915459967,25.6321673997,26.8524382521
,,,,,,,,,,,,,,,,,/...
"Table 4. FDI stock abroad, by geographical destination (concluded)",,,,,,,,,,,,,,,,,
(Millions of US dollars),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Region / economy,,,,,,2001.0,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,,,,,,,,,,,,,,,,,
,,,Caribbean,,,18.3402570141,19.4073842629,25.3271343407,32.2110477538,24.5997846587,55.5295140032,82.8703581029,123.06797338,129.090765031,119.18769734,110.932552853,109.494405742
,,,,Bahamas,,,,,,,26.3157201733,30.6358585725,59.6635427655,64.4726321931,56.7497471242,50.7661831361,51.3668988811
,,,,British Virgin Islands,,3.57473606223,5.83762953705,12.8179170885,14.5561437651,12.6045647621,10.9234071129,14.5355085073,14.0770389091,13.8945912656,12.3772199292,11.4303163457,9.69891281402
,,Oceania,,,,16.219052911,19.0209863042,22.1626485696,24.125964535,24.471999716,116.67741978,154.49240544,226.936062549,321.815732797,368.872688207,375.905245084,379.677274646
,,,Marshall Islands,,,16.219052911,19.0209863042,22.1626485696,24.125964535,24.471999716,116.67741978,154.49240544,226.936062549,321.815732797,368.872688207,375.905245084,379.677274646
,Transition economies,,,,,91.4410957938,145.190855595,286.049766913,384.284372831,397.277470805,722.621038356,1036.24897321,1294.89274173,1396.28613206,1338.06526268,1484.47772356,1673.63178172
,,South-East Europe,,,,90.6323040422,142.288184138,282.291627611,378.606714661,393.401327544,715.896612111,1023.34160653,1263.349876,1349.25196822,1295.280141,1424.36310986,1605.62064598
,,,Albania,,,,,0.511166935373,0.5566064697,0.7193818995,0.803191699475,,5.98152379945,4.28434571529,8.0572855633,37.0780105505,20.0364154528
,,,Bosnia and Herzegovina,,,85.9462510694,129.463104723,198.372764426,233.479402839,226.534306708,337.491935165,527.378102817,578.551686322,664.207561712,689.920108606,700.208447358,784.698912814
,,,Montenegro,,,,1.74556058949,2.86453451314,3.12053455995,2.80771915709,7.87127865485,30.7006309418,45.6713975167,86.4907693527,73.025998442,86.6680382011,87.4419463796
,,,Serbia,,,0.837897670644,6.5593917617,74.9740667142,131.865380166,153.915780257,358.108944395,442.953207852,581.88758966,527.111380023,465.839380752,538.055552321,648.94975723
,,,The FYR of Macedonia,,,3.03142557264,4.08165390824,5.56909502206,9.58479062615,9.42413952223,11.621262196,22.2551972466,51.2576787012,67.1377430113,54.8763948257,57.0571269976,52.5094996833
,,CIS,,,,0.808791751559,2.90267145758,3.75813930236,5.67765817014,3.87614326112,6.72442624462,12.9073666793,31.5428657316,47.0341638395,42.785121681,60.1146136996,68.0111357399
,,,Kazakhstan,,,,,,,,,,18.3203302224,2.19403447357,,,
,,,"Moldova, Republic of",,,,,,,,,,,,,,3.74577791851
,,,Russian Federation,,,0.75410790358,2.83913971775,3.52067788984,5.46671928798,3.71641208278,6.04368836162,13.281279902,12.3374147236,43.6458715993,42.602062291,53.6218213719,57.2738547604
,,,Ukraine,,,,,,,,,,,0.788008441919,,,1.85243825206
,,,Uzbekistan,,,,,,,,0.599102005346,,,,,,
,,Georgia,,,,,,,,,,,,,,6.08003809243,5.13246780663
,Unspecified,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source:  UNCTAD FDI/TNC database, based on data from the Croatian National Bank.",,,,,,,,,,,,,,,,,
