Estonia,_unnamed,_unnamed_2,_unnamed_3,_unnamed_4,_unnamed_5,_unnamed_6,_unnamed_7,_unnamed_8,_unnamed_9,_unnamed_10,_unnamed_11,_unnamed_12,_unnamed_13,_unnamed_14,_unnamed_15,_unnamed_16,_unnamed_17
"Table 4. FDI stock abroad, by geographical destination",,,,,,,,,,,,,,,,,
(Millions of US dollars),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Region / economy,,,,,,2001.0,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,,,,,,,,,,,,,,,,,
,,,,Switzerland,,,,,,,,8.83259581158,11.8503199517,3.60150110566,1.87068239821,6.85767224726,9.63162339033
,,North America,,,,,,1.79472217802,2.21513850754,-2.60123892114,0.767811447634,5.61900303547,6.74695844107,9.50796291894,19.2413046674,94.195950868,97.5036943213
,,,Canada,,,,..,,,0.804555530258,,-2.5172898063,-2.708246932,-3.74556114989,0.801721027806,,0.659700232214
,,,United States,,,,,1.79472217802,2.2355985307,-3.4057944514,,8.13629284177,9.45520537307,13.2535240688,18.4395836395,93.8077807408,96.8439940891
,,Other developed countries,,,,,,,,,0.545248317874,1.63991862235,1.31794928294,1.33111480865,1.36693435241,1.42329046641,1.58328055731
,,,Australia,,,,,,,,0.564993329391,1.66200011188,1.28453849858,1.29654039804,1.20258154171,1.42329046641,1.58328055731
,Developing economies,,,,,..,..,0.582252733333,2.33245264033,0.497893480599,10.4465100903,34.6253176807,52.1052936043,61.8939674014,37.4670960328,15.7855851729,19.2632467807
,,Africa,,,,,,,,,5.12050898525,7.40467948871,24.2698549369,26.1656258328,13.1188284183,,
,,,North Africa,,,,,,,,4.45804759904,5.94140278259,22.6693906862,22.293291844,12.1794786141,,
,,,,Egypt,,,,,,,,0.638891097038,1.25113771422,,,,
,,,,Morocco,,,,,,,4.23679147005,5.30250168555,21.418252972,22.1117761883,11.9977551811,,
,,,Other Africa,,,,,,,..,0.662461386209,1.46327670612,1.60046425067,3.87233398881,0.939349804246,,
,,,,Liberia,,,,,,,,,,2.01828121961,,,
,,,,Seychelles,,,,,,,,0.554981436828,0.54137104653,0.560393572041,0.7188765216,,
,,,,South Africa,,,,,,,0.662451386209,,,0.805295647226,,,
,,Asia,,,,,,,,,2.30212734213,12.1418950423,14.3595838769,14.9663979947,8.78953486818,5.56377182325,6.86088241503
,,,East Asia,,,,,,,,,7.93904153531,7.21597112149,7.51705310774,1.49387351515,2.84658093282,3.95820139329
,,,,China,,,,,,..,,7.33105452361,6.54516203556,6.77082207864,0.668100856505,2.84658093282,3.6943213004
,,,,"Hong Kong, China",,,,,,,,,0.50657856282,0.576240176906,0.668100856505,,
,,,South-East Asia,,,,,,,,,0.911229467895,2.68319634373,2.9791617146,3.35520250137,,
,,,,Thailand,,,,,,,,0.911229467895,2.68319634373,2.96907751151,3.34584908938,,
,,,West Asia,,,,,,,,1.8003500496,3.23421216634,4.33932856833,4.34485093387,3.89636419514,2.58780084802,2.50686088242
,,,,Turkey,,,,,,,1.61332594057,2.61150416162,3.48203176971,3.45744106143,3.07326393992,2.58780084802,2.50686088242
,,,,United Arab Emirates,,,,,,,,0.622698004717,0.857286798618,0.887409872435,0.823100255215,,
,,Latin America and the Caribbean,,,,..,..,0.582252733333,2.29426059709,..,3.00410875138,15.0566516601,13.4549693004,20.7619435739,15.5587327463,10.2218133497,12.4023643656
,,,South America,,,,,,,,,1.07904878832,1.00480692955,10.218178937,5.84454629271,7.50462245926,8.70804306523
,,,,Brazil,,,,,,,,0.940671453934,0.875378890148,10.0842030959,5.61204719464,7.50462245926,8.70804306523
,,,Central America,,,,..,,,..,,1.24686810874,1.37778235492,1.37433282192,0.966073838507,,
,,,,Belize,,,..,,,..,..,0.987778631595,0.933830262781,0.914781280838,1.00348748647,,
,,,Caribbean,,,..,..,0.519102762256,2.22606051989,..,2.87108167383,12.7307347631,11.0723800159,9.16943181501,8.74811261508,2.71719089042,3.6943213004
,,,,,,,,,,,,,,,,,/...
"Table 4. FDI stock abroad, by geographical destination (concluded)",,,,,,,,,,,,,,,,,
(Millions of US dollars),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Region / economy,,,,,,2001.0,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,,,,,,,,,,,,,,,,,
,,,,British Virgin Islands,,,,0.519092762256,2.22605051989,..,2.71565558323,9.14615296289,7.74898197193,5.61834172483,5.61204719464,2.71719089042,3.6943213004
,,,,Dominican Republic,,,,,,,,3.41085408257,3.15915752088,3.38108923799,3.13606542044,,
,Transition economies,,,,,12.4351144365,22.4243986069,57.9603164542,95.541488153,360.071641396,483.704090999,784.169642947,662.721682914,683.7147323,649.55571293,692.366116888,785.439096475
,,CIS,,,,12.4351144365,22.4243986069,57.9603164542,95.541488153,360.071641396,483.704090999,784.043042407,662.553287293,683.540419647,649.394032523,692.366116888,785.439096475
,,,Azerbaijan,,,,,,,..,,20.9494451658,28.0580505632,5.47284108016,4.93058432101,,
,,,Belarus,,,,,,2.77301513905,37.4578404644,68.50774594,91.2053843504,70.2613333036,88.7409872435,110.503881666,97.0425318008,111.357399198
,,,Kazakhstan,,,,..,..,4.88039752461,,0.512313298679,0.958336645557,2.33527150663,1.58466048649,4.00860513903,10.4805934345,0.527760185772
,,,"Moldova, Republic of",,,,,,-9.77852706929,,3.77584120132,5.48356989969,,3.84064077908,5.62006440492,,
,,,Russian Federation,,,6.29687403608,9.29464323168,30.0101292554,59.1935750071,255.558452375,322.953611282,503.251867358,293.602636435,324.567279642,322.826333863,327.486197317,333.676377454
,,,Ukraine,,,6.04482281504,13.0143881874,27.5308613909,38.4239234959,67.0624167574,87.2091568429,159.192818511,265.266246002,255.850638546,198.826814896,242.347549417,324.704454296
,,Georgia,,,,,,,,,,2.95450329897,2.77365680137,3.43727265524,2.83542003501,,
,Unspecified,,,,,47.4402700297,13.0217290994,12.4658042907,7.33832830699,18.3278221673,29.8932834278,52.8557254358,51.492875891,26.7951682261,22.0646988869,52.5323572149,50.2691576947
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source:  UNCTAD FDI/TNC database, based on data from Eesti Pank.",,,,,,,,,,,,,,,,,
