Latvia,_unnamed,_unnamed_2,_unnamed_3,_unnamed_4,_unnamed_5,_unnamed_6,_unnamed_7,_unnamed_8,_unnamed_9,_unnamed_10,_unnamed_11,_unnamed_12,_unnamed_13,_unnamed_14,_unnamed_15,_unnamed_16,_unnamed_17
"Table 4. FDI stock abroad, by geographical destination",,,,,,,,,,,,,,,,,
(Millions of US dollars),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Region / economy,,,,,,2001.0,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,,,,,,,,,,,,,,,,,
,,,United States,,,1.41065830721,2.0202020202,5.36044362292,10.4651162791,3.5413153457,5.22388059701,1.23966942149,1.21212121212,,0.934579439252,,
,,Other developed countries,,,,,,,1.5503875969,0.674536256324,1.86567164179,0.619834710744,,,,,
,,,Australia,,,,,,,,1.67910447761,,,,,,
,,,Israel,,,,,,1.5503875969,,,,,,,,
,Developing economies,,,,,0.940438871473,,,0.77519379845,0.843170320405,0.746268656716,16.3223140496,21.6161616162,11.2474437628,13.8317757009,11.0294117647,11.6760828625
,,Asia,,,,,,,,,,,1.0101010101,,,0.551470588235,
,,,East Asia,,,,,,,,,,,,,0.551470588235,
,,,West Asia,,,,,,,,,,0.808080808081,,,,
,,,,Turkey,,,,,,,,,0.808080808081,,,,
,,Latin America and the Caribbean,,,,0.940438871473,,,,0.843170320405,0.746268656716,16.1157024793,20.6060606061,11.0429447853,13.6448598131,10.4779411765,11.6760828625
,,,Central America,,,0.940438871473,,,,,,,,,3.55140186916,0.919117647059,0.564971751412
,,,,Belize,,,,,,,,,,,1.4953271028,0.919117647059,0.564971751412
,,,,Panama,,0.940438871473,,,,,,,,,2.05607476636,,
,,,Caribbean,,,,,,,0.843170320405,0.746268656716,15.9090909091,20.6060606061,11.0429447853,9.90654205607,9.55882352941,11.1111111111
,,,,Antigua and Barbuda,,,,,,0.843170320405,0.932835820896,1.03305785124,9.89898989899,,,,
,,,,British Virgin Islands,,,,,,,,14.8760330579,10.7070707071,10.8384458078,9.71962616822,9.55882352941,11.1111111111
,Transition economies,,,,,6.73981191223,8.92255892256,15.3419593346,33.9147286822,45.86846543,65.8582089552,140.495867769,206.262626263,150.102249489,150.654205607,165.808823529,152.919020716
,,South-East Europe,,,,,,,,,,,,3.06748466258,12.523364486,13.9705882353,14.3126177024
,,,Albania,,,,,,,,,,,,,1.28676470588,1.31826741996
,,,Montenegro,,,,,,,,,,,3.06748466258,12.523364486,12.6838235294,12.9943502825
,,CIS,,,,6.4263322884,8.58585858586,14.9722735675,33.5271317829,45.86846543,65.8582089552,140.495867769,205.858585859,147.034764826,138.130841121,151.838235294,138.606403013
,,,Armenia,,,,,,,,1.67910447761,4.33884297521,3.83838383838,3.8854805726,12.1495327103,13.2352941176,14.8775894539
,,,Belarus,,,,1.3468013468,2.58780036969,6.39534883721,12.3102866779,18.2835820896,22.9338842975,22.6262626263,25.7668711656,30.4672897196,30.3308823529,36.5348399247
,,,Kazakhstan,,,,,,,0.505902192243,,1.44628099174,9.69696969697,2.45398773006,1.4953271028,,
,,,Kyrgyzstan,,,,,,,,,,0.808080808081,1.22699386503,0.560747663551,0.551470588235,
,,,Russian Federation,,,4.38871473354,5.72390572391,8.87245841035,19.3798449612,21.9224283305,32.6492537313,82.0247933884,91.1111111111,51.5337423313,44.1121495327,51.2867647059,41.2429378531
,,,Ukraine,,,1.56739811912,1.3468013468,3.32717190388,7.55813953488,10.7925801012,12.6865671642,27.0661157025,77.3737373737,62.1676891616,48.9719626168,55.8823529412,45.5743879473
,,,Uzbekistan,,,,,,,,,2.27272727273,,,,,
,Unspecified,,,,,2.19435736677,2.18855218855,18.6691312384,23.4496124031,10.2866779089,12.3134328358,32.6446280992,42.0202020202,57.0552147239,63.738317757,52.3897058824,114.124293785
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source:  UNCTAD FDI/TNC database, based on data from the Bank of Latvia.",,,,,,,,,,,,,,,,,
